CID,na_in_C4,FC_12_C4_0_Cl1_1_/_1_/_0_0,FC_27_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_37_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_31_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_26_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_N3_1,C4_3_C4_3_2,FC_38_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,C4_2_O2_2_1,na_ex_O2,C4_2_N3_3_1,FC_24_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,N3_3_N3_3_1,C4_3_O2_2_1,na_in_O2,FC_33_C4_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,na_ex_N3,FC_39_C4_0_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_/_0_0_0_0_0,FC_46_N3_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,na_ex_S2,C4_3_S2_2_1,FC_49_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_54_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_51_C4_0_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_25_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_3_N3_2_2,C4_2_N3_2_1,FC_21_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_50_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_44_S2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_45_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_29_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_in_4,FC_57_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,dg_1,bd_in_3,S2_2_S2_2_1,FC_32_C4_0_S2_1_/_2_/_0_0,FC_53_C4_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_35_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,LeafAC_S2_C4_2,FC_48_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_64_N3_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,N3_2_O2_2_1,LeafAC_C4_O2_1,FC_58_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_15_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_60_N3_0_O2_1_H1_2_/_1_1_/_0_0_0,C4_2_S2_2_1,C4_2_C4_2_1,C4_4_C4_4_1,FC_62_C4_0_N3_1_H1_2_/_2_1_/_0_0_0,LeafAC_N3_C4_2,FC_13_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_20_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,LeafAC_O2_N3_1,FC_14_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,C4_2_C4_3_2,FC_61_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_55_N3_0_H1_1_C4_1_N3_2_/_1_1_3_/_0_0_0_0,dg_in_2,FC_30_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,na_ex_C4
5329,0.269231,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.0,0,0,0.333333,0.5,0,0.333333,0,0,0,0.0,0,0,0,0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,0.0,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0.375,0,0,0.368421,0,0.125
5333,0.153846,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.666667,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0.25,0,0,0.105263,0,0.0
5340,0.269231,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.333333,0,0,0,0.5,0,0,0,0,0.25,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.5,0.111111,0.0,0,0,0,0,0,0.0,0.25,0,0,0.368421,0,0.0
1548885,0.576923,0.0,0,0,0,0,0.0,0.666667,0,0.0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0.5,0,0,0.368421,0,0.375
5355,0.384615,0.0,0,0,0,0,0.0,0.333333,0,0.0,0.666667,0.142857,0,0,0.0,0.0,0,0.333333,0,0,0,0.0,0,0,0,0,0.0,0.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.0,0.0,0,0.0,0.222222,0.0,0,0,0,0,0,0.333333,0.125,0,0,0.421053,0,0.375
54677971,0.384615,0.0,0,0,0,0,0.333333,0.666667,0,0.0,0.666667,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.5,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.333333,0.0,0,0.5,0.222222,0.0,0,0,0,0,0,0.0,0.125,0,0,0.473684,0,0.125
5405,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.428571,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.333333,0,0.0,1.0,0.0,0,0,0,0,0,0.0,0.5,0,0,1.0,0,0.5
3117,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,1.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,1.0
5429,0.115385,0.0,0,0,0,0,0.666667,0.333333,0,0.0,0.333333,0.142857,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.666667,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.157895,0,0.25
2153,0.115385,0.0,0,0,0,0,0.666667,0.333333,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.666667,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.157895,0,0.25
5433,0.269231,0.0,1,0,0,0,0.0,0.0,0,0.0,0.833333,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.333333,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0.25,0,0,0.210526,0,0.375
1135,0.0769231,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.125,0,0,0.105263,0,0.125
5544,0.615385,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.666667,0,0.0,0.111111,1.0,0,0,0,1,0,0.0,0.125,0,0,0.315789,0,0.375
5546,0.384615,0.0,0,0,0,0,0.0,0.333333,0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0,0,0,0.0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.222222,0.0,0,0,0,0,0,0.0,0.125,0,0,0.421053,0,0.0
6895,0.153846,1.0,0,0,0,0,0.0,0.333333,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0.125,0,0,0.105263,0,0.0
5578,0.346154,0.0,0,0,0,0,0.0,0.333333,0,0.0,0.5,0.0,0,0,0.0,0.0,0,0.666667,0,0,0,0.0,0,0,0,0,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.375,0,0,0.368421,0,0.375
1174,0.0769231,0.0,0,0,0,0,0.0,0.0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.105263,0,0.0
1175,0.115385,0.0,0,0,0,0,0.0,0.333333,0,0.0,0.5,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.157895,0,0.0
1188,0.115385,0.0,0,0,0,0,0.0,0.333333,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.157895,0,0.0
